locus_tag	ftype	length_bp	gene	EC_number	COG	product
FGFFFLIJ_02494	CDS	393				hypothetical protein
FGFFFLIJ_02495	CDS	660	nucS	3.1.-.-	COG1637	Endonuclease NucS
FGFFFLIJ_02496	CDS	2517				hypothetical protein
FGFFFLIJ_02497	CDS	324				hypothetical protein
FGFFFLIJ_02498	CDS	849		1.1.1.35	COG1250	3-hydroxybutyryl-CoA dehydrogenase
FGFFFLIJ_02499	CDS	642				hypothetical protein
FGFFFLIJ_02500	CDS	783	drrA_2	3.6.3.-		Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
FGFFFLIJ_02501	CDS	756	drrC		COG0842	putative doxorubicin resistance ABC transporter permease protein DrrC
FGFFFLIJ_02502	CDS	573		2.5.1.17	COG2096	Corrinoid adenosyltransferase
FGFFFLIJ_02503	CDS	603				hypothetical protein
FGFFFLIJ_02504	CDS	1395				hypothetical protein
FGFFFLIJ_02505	CDS	687	lnrK_4		COG2197	Transcriptional regulatory protein LnrK
FGFFFLIJ_02506	CDS	2133				hypothetical protein
FGFFFLIJ_02507	CDS	450				hypothetical protein
FGFFFLIJ_02508	CDS	384	atpC			ATP synthase epsilon chain
FGFFFLIJ_02509	CDS	1443	atpD	7.1.2.2		ATP synthase subunit beta
FGFFFLIJ_02510	CDS	921	atpG			ATP synthase gamma chain
FGFFFLIJ_02511	CDS	1593	atpA	7.1.2.2		ATP synthase subunit alpha
FGFFFLIJ_02512	CDS	816	atpH_1			ATP synthase subunit delta
FGFFFLIJ_02513	CDS	567	atpF		COG0711	ATP synthase subunit b
FGFFFLIJ_02514	CDS	240	atpH_2			ATP synthase subunit c
FGFFFLIJ_02515	CDS	813	atpB			ATP synthase subunit a
FGFFFLIJ_02516	CDS	438				hypothetical protein
FGFFFLIJ_02517	CDS	1365	wecA	2.7.8.35	COG0472	Decaprenyl-phosphate N-acetylglucosaminephosphotransferase
FGFFFLIJ_02518	CDS	1338	glyA_1	2.1.2.1	COG0112	Serine hydroxymethyltransferase
FGFFFLIJ_02519	CDS	663				hypothetical protein
FGFFFLIJ_02520	CDS	648		2.7.7.87	COG0009	Putative threonylcarbamoyl-AMP synthase
FGFFFLIJ_02521	CDS	903	prmC_2	2.1.1.297	COG2890	Release factor glutamine methyltransferase
FGFFFLIJ_02522	CDS	1080	prfA		COG0216	Peptide chain release factor 1
FGFFFLIJ_02523	CDS	225	rpmE		COG0254	50S ribosomal protein L31
FGFFFLIJ_02524	CDS	1128	lcpA_1		COG1316	Cell wall biosynthesis protein LcpA
FGFFFLIJ_02525	CDS	2049	rho	3.6.4.-		Transcription termination factor Rho
FGFFFLIJ_02526	CDS	918	thrB	2.7.1.39	COG0083	Homoserine kinase
FGFFFLIJ_02527	CDS	1077	thrC_2	4.2.3.1	COG0498	Threonine synthase
FGFFFLIJ_02528	CDS	1326	hom	1.1.1.3	COG0460	Homoserine dehydrogenase
FGFFFLIJ_02529	CDS	1392	lysA_1	4.1.1.20	COG0019	Diaminopimelate decarboxylase
FGFFFLIJ_02530	CDS	813				hypothetical protein
FGFFFLIJ_02531	CDS	537	phoP_1		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
FGFFFLIJ_02532	tRNA	74				tRNA-Arg(ccg)
FGFFFLIJ_02533	CDS	789				hypothetical protein
FGFFFLIJ_02534	CDS	1758				hypothetical protein
FGFFFLIJ_02535	CDS	477				hypothetical protein
FGFFFLIJ_02536	CDS	10689	dltA_6	6.2.1.54		D-alanine--D-alanyl carrier protein ligase
FGFFFLIJ_02537	CDS	732				hypothetical protein
FGFFFLIJ_02538	CDS	1644	lgrD_4			Linear gramicidin synthase subunit D
FGFFFLIJ_02539	CDS	1275				hypothetical protein
FGFFFLIJ_02540	CDS	1149				hypothetical protein
FGFFFLIJ_02541	CDS	1023				hypothetical protein
FGFFFLIJ_02542	CDS	1116	Acd	1.3.99.32		Glutaryl-CoA dehydrogenase
FGFFFLIJ_02543	CDS	294				hypothetical protein
FGFFFLIJ_02544	CDS	909	mmgB	1.1.1.157	COG1250	putative 3-hydroxybutyryl-CoA dehydrogenase
FGFFFLIJ_02545	tRNA	94				tRNA-Ala(cgc)
FGFFFLIJ_02546	CDS	405				hypothetical protein
FGFFFLIJ_02547	CDS	834				hypothetical protein
FGFFFLIJ_02548	CDS	765				hypothetical protein
FGFFFLIJ_02549	CDS	1233		1.14.15.29	COG2124	Steroid C26-monooxygenase
FGFFFLIJ_02550	CDS	765				hypothetical protein
FGFFFLIJ_02551	CDS	621				hypothetical protein
FGFFFLIJ_02552	CDS	735				hypothetical protein
FGFFFLIJ_02553	CDS	1287		1.14.-.-		Cytochrome P450 165B3
FGFFFLIJ_02554	CDS	1470	rodA_1		COG0772	putative FtsW-like protein
FGFFFLIJ_02555	CDS	1455	pbpA_1		COG0768	Penicillin-binding protein A
FGFFFLIJ_02556	CDS	540				hypothetical protein
FGFFFLIJ_02557	CDS	837	ylmA_1	3.6.3.-	COG1119	putative ABC transporter ATP-binding protein YlmA
FGFFFLIJ_02558	CDS	1122				hypothetical protein
FGFFFLIJ_02559	CDS	948				putative protein
FGFFFLIJ_02560	CDS	741				hypothetical protein
FGFFFLIJ_02561	CDS	264				hypothetical protein
FGFFFLIJ_02562	CDS	1164		3.2.1.14		Exochitinase 1
FGFFFLIJ_02563	CDS	1233				hypothetical protein
FGFFFLIJ_02564	CDS	1536	tap_3	3.4.14.-		Tripeptidyl aminopeptidase
FGFFFLIJ_02565	CDS	1251	styA	1.14.14.11		Styrene monooxygenase StyA
FGFFFLIJ_02566	CDS	657				hypothetical protein
FGFFFLIJ_02567	CDS	402				hypothetical protein
FGFFFLIJ_02568	CDS	498			COG2018	Serine protease inhibitor
FGFFFLIJ_02569	CDS	2862				hypothetical protein
FGFFFLIJ_02570	CDS	846				hypothetical protein
FGFFFLIJ_02571	CDS	711				hypothetical protein
FGFFFLIJ_02572	CDS	1365		1.14.-.-		Cytochrome P450 CYP107DY1
FGFFFLIJ_02573	CDS	576				hypothetical protein
FGFFFLIJ_02574	CDS	858	acm_1	3.2.1.17		Lysozyme M1
FGFFFLIJ_02575	CDS	600				hypothetical protein
FGFFFLIJ_02576	CDS	2409	lon	3.4.21.53	COG0466	Lon protease
FGFFFLIJ_02577	CDS	738				hypothetical protein
FGFFFLIJ_02578	CDS	732	speE_1	2.5.1.16		Polyamine aminopropyltransferase
FGFFFLIJ_02579	CDS	741	phoP_2		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
FGFFFLIJ_02580	CDS	1203	sasA_6	2.7.-.-		Adaptive-response sensory-kinase SasA
FGFFFLIJ_02581	CDS	3846	kgd	2.2.1.5	COG0508	Multifunctional 2-oxoglutarate metabolism enzyme
FGFFFLIJ_02582	CDS	3006				hypothetical protein
FGFFFLIJ_02583	CDS	1218	chuR	1.1.99.-	COG0641	Anaerobic sulfatase-maturating enzyme
FGFFFLIJ_02584	CDS	228				hypothetical protein
FGFFFLIJ_02585	CDS	3309				hypothetical protein
FGFFFLIJ_02586	CDS	1059				hypothetical protein
FGFFFLIJ_02587	CDS	2169				hypothetical protein
FGFFFLIJ_02588	CDS	396				hypothetical protein
FGFFFLIJ_02589	CDS	177				hypothetical protein
FGFFFLIJ_02590	CDS	927				hypothetical protein
FGFFFLIJ_02591	CDS	1128				hypothetical protein
FGFFFLIJ_02592	CDS	885				hypothetical protein
FGFFFLIJ_02593	CDS	564				hypothetical protein
FGFFFLIJ_02594	CDS	210				hypothetical protein
FGFFFLIJ_02595	CDS	711				hypothetical protein
FGFFFLIJ_02596	CDS	495	betI_7			HTH-type transcriptional regulator BetI
FGFFFLIJ_02597	CDS	282				hypothetical protein
FGFFFLIJ_02598	CDS	612				hypothetical protein
FGFFFLIJ_02599	CDS	969	benM_3			HTH-type transcriptional regulator BenM
FGFFFLIJ_02600	CDS	231				hypothetical protein
FGFFFLIJ_02601	CDS	624	ves			Protein Ves
FGFFFLIJ_02602	CDS	963		1.1.1.1		Alcohol dehydrogenase
FGFFFLIJ_02603	CDS	303				hypothetical protein
FGFFFLIJ_02604	CDS	1263		1.1.1.38		NAD-dependent malic enzyme
FGFFFLIJ_02605	CDS	975				hypothetical protein
FGFFFLIJ_02606	CDS	945				hypothetical protein
FGFFFLIJ_02607	CDS	774	glnQ_5	3.6.3.-	COG1126	Glutamine transport ATP-binding protein GlnQ
FGFFFLIJ_02608	CDS	762	tam_5	2.1.1.144		Trans-aconitate 2-methyltransferase
FGFFFLIJ_02609	CDS	630				hypothetical protein
FGFFFLIJ_02610	CDS	465				hypothetical protein
FGFFFLIJ_02611	CDS	396	sodN	1.15.1.1		Superoxide dismutase [Ni]
FGFFFLIJ_02612	CDS	600	cheB_3	3.1.1.61	COG2201	Protein-glutamate methylesterase/protein-glutamine glutaminase
FGFFFLIJ_02613	CDS	1869				hypothetical protein
FGFFFLIJ_02614	CDS	858				hypothetical protein
FGFFFLIJ_02615	CDS	732				hypothetical protein
FGFFFLIJ_02616	CDS	1329				hypothetical protein
FGFFFLIJ_02617	CDS	573				hypothetical protein
FGFFFLIJ_02618	CDS	2418				hypothetical protein
FGFFFLIJ_02619	CDS	3183	afsR_1		COG3629	Regulatory protein AfsR
FGFFFLIJ_02620	CDS	987	benM_4			HTH-type transcriptional regulator BenM
FGFFFLIJ_02621	CDS	648	snpA_2	3.4.24.77		Extracellular small neutral protease
FGFFFLIJ_02622	CDS	546				hypothetical protein
FGFFFLIJ_02623	CDS	744				hypothetical protein
FGFFFLIJ_02624	CDS	375				hypothetical protein
FGFFFLIJ_02625	CDS	375	crcB_1			Putative fluoride ion transporter CrcB
FGFFFLIJ_02626	CDS	405				hypothetical protein
FGFFFLIJ_02627	CDS	522	crcB_2			Putative fluoride ion transporter CrcB
FGFFFLIJ_02628	CDS	738	nanR_2		COG2186	HTH-type transcriptional repressor NanR
FGFFFLIJ_02629	CDS	1287	yycB_1		COG2807	putative transporter YycB
FGFFFLIJ_02630	CDS	1137				hypothetical protein
FGFFFLIJ_02631	CDS	1374	tetX_1	1.14.13.231	COG0654	Flavin-dependent monooxygenase
FGFFFLIJ_02632	CDS	585				hypothetical protein
FGFFFLIJ_02633	CDS	1518	mdtD_4			Putative multidrug resistance protein MdtD
FGFFFLIJ_02634	CDS	1011				hypothetical protein
FGFFFLIJ_02635	CDS	2277	ctpA_1	7.2.2.8	COG2217	Copper-exporting P-type ATPase
FGFFFLIJ_02636	CDS	939	fabH_1	2.3.1.180		3-oxoacyl-[acyl-carrier-protein] synthase 3
FGFFFLIJ_02637	CDS	432				hypothetical protein
FGFFFLIJ_02638	CDS	225				hypothetical protein
FGFFFLIJ_02639	CDS	810	glsA	3.5.1.2	COG2066	Thermolabile glutaminase
FGFFFLIJ_02640	CDS	831				hypothetical protein
FGFFFLIJ_02641	CDS	234				hypothetical protein
FGFFFLIJ_02642	CDS	594				hypothetical protein
FGFFFLIJ_02643	CDS	921	dcyD	4.4.1.15		D-cysteine desulfhydrase
FGFFFLIJ_02644	CDS	1605	nhaK_1		COG0025	Sodium, potassium, lithium and rubidium/H(+) antiporter
FGFFFLIJ_02645	CDS	297				hypothetical protein
FGFFFLIJ_02646	CDS	489				hypothetical protein
FGFFFLIJ_02647	CDS	414	rsbW_1	2.7.11.1		Serine-protein kinase RsbW
FGFFFLIJ_02648	CDS	963	rpoD			RNA polymerase sigma factor RpoD
FGFFFLIJ_02649	CDS	684				hypothetical protein
FGFFFLIJ_02650	CDS	909	yegS_2	2.7.1.-		lipid kinase YegS
FGFFFLIJ_02651	CDS	258	whiB1_1			Transcriptional regulator WhiB1
FGFFFLIJ_02652	CDS	1470	pdtaS	2.7.13.3	COG3920	putative sensor histidine kinase pdtaS
FGFFFLIJ_02653	CDS	552	comR_2			HTH-type transcriptional repressor ComR
FGFFFLIJ_02654	CDS	756	fabG_3	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
FGFFFLIJ_02655	CDS	171				hypothetical protein
FGFFFLIJ_02656	CDS	1542				hypothetical protein
FGFFFLIJ_02657	CDS	783	nagB	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase
FGFFFLIJ_02658	CDS	1545	nagZ_2	3.2.1.52		Beta-hexosaminidase
FGFFFLIJ_02659	CDS	831	dasC_2		COG0395	Diacetylchitobiose uptake system permease protein DasC
FGFFFLIJ_02660	CDS	984	dasB_1		COG1175	Diacetylchitobiose uptake system permease protein DasB
FGFFFLIJ_02661	CDS	1272	dasA_1		COG1653	Diacetylchitobiose binding protein DasA
FGFFFLIJ_02662	CDS	759	dasR		COG2188	HTH-type transcriptional repressor DasR
FGFFFLIJ_02663	CDS	2157	cstA		COG1966	Peptide transporter CstA
FGFFFLIJ_02664	CDS	198				hypothetical protein
FGFFFLIJ_02665	CDS	276				hypothetical protein
FGFFFLIJ_02666	CDS	1635	mctP			Monocarboxylate transport permease protein
FGFFFLIJ_02667	CDS	510				hypothetical protein
FGFFFLIJ_02668	CDS	1359	tolB_5			Tol-Pal system protein TolB
FGFFFLIJ_02669	CDS	1347	tolB_6			Tol-Pal system protein TolB
FGFFFLIJ_02670	CDS	2454				hypothetical protein
FGFFFLIJ_02671	CDS	1077	nrdB	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase subunit beta
FGFFFLIJ_02672	CDS	1893	mtgA	2.4.1.129		Biosynthetic peptidoglycan transglycosylase
FGFFFLIJ_02673	CDS	642	def_1	3.5.1.88		Peptide deformylase
FGFFFLIJ_02674	CDS	987				hypothetical protein
FGFFFLIJ_02675	CDS	408				hypothetical protein
FGFFFLIJ_02676	CDS	861	sigR		COG1595	ECF RNA polymerase sigma factor SigR
FGFFFLIJ_02677	CDS	594				hypothetical protein
FGFFFLIJ_02678	CDS	627				hypothetical protein
FGFFFLIJ_02679	CDS	777	yedK	3.4.-.-	COG2135	SOS response-associated protein YedK
FGFFFLIJ_02680	CDS	714				hypothetical protein
FGFFFLIJ_02681	CDS	1368	aroA	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
FGFFFLIJ_02682	CDS	1008	rsgA_2	3.6.1.-		Small ribosomal subunit biogenesis GTPase RsgA
FGFFFLIJ_02683	CDS	924			COG3039	IS5 family transposase ISSco3
FGFFFLIJ_02684	CDS	324	gdx_1		COG2076	Guanidinium exporter
FGFFFLIJ_02685	CDS	630				hypothetical protein
FGFFFLIJ_02686	CDS	843	hisN	3.1.3.15	COG0483	Histidinol-phosphatase
FGFFFLIJ_02687	CDS	438				hypothetical protein
FGFFFLIJ_02688	CDS	1482	bca_2	1.11.1.-		Bromoperoxidase-catalase
FGFFFLIJ_02689	CDS	420	furA		COG0735	Transcriptional regulator FurA
FGFFFLIJ_02690	CDS	489				hypothetical protein
FGFFFLIJ_02691	tRNA	75				tRNA-Met(cat)
FGFFFLIJ_02692	CDS	1866				hypothetical protein
FGFFFLIJ_02693	tRNA	75				tRNA-Met(cat)
FGFFFLIJ_02694	CDS	2829				hypothetical protein
FGFFFLIJ_02695	CDS	555				hypothetical protein
FGFFFLIJ_02696	CDS	1092	ylbL		COG3480	putative protein YlbL
FGFFFLIJ_02697	CDS	180				hypothetical protein
FGFFFLIJ_02698	CDS	453	moaE1	2.8.1.12	COG0314	Molybdopterin synthase catalytic subunit 1
FGFFFLIJ_02699	CDS	1152				hypothetical protein
FGFFFLIJ_02700	CDS	1464				hypothetical protein
FGFFFLIJ_02701	CDS	528				hypothetical protein
FGFFFLIJ_02702	CDS	759				hypothetical protein
FGFFFLIJ_02703	CDS	684				hypothetical protein
FGFFFLIJ_02704	CDS	1737				hypothetical protein
FGFFFLIJ_02705	CDS	507				hypothetical protein
FGFFFLIJ_02706	CDS	1251				hypothetical protein
FGFFFLIJ_02707	CDS	1398	ubiB_2	2.7.-.-		protein kinase UbiB
FGFFFLIJ_02708	CDS	201				hypothetical protein
FGFFFLIJ_02709	CDS	330				hypothetical protein
FGFFFLIJ_02710	CDS	354	whiB_2			Transcriptional regulator WhiB
FGFFFLIJ_02711	CDS	333				hypothetical protein
FGFFFLIJ_02712	CDS	2274	uvrD2	3.6.4.12	COG0210	ATP-dependent DNA helicase UvrD2
FGFFFLIJ_02713	CDS	243		1.-.-.-	COG0695	Putative glutaredoxin.1
FGFFFLIJ_02714	CDS	1104				hypothetical protein
FGFFFLIJ_02715	CDS	936	nudC	3.6.1.22		NADH pyrophosphatase
FGFFFLIJ_02716	CDS	1401	dapE_2	3.5.1.18		Succinyl-diaminopimelate desuccinylase
FGFFFLIJ_02717	CDS	3735	rep_2	3.6.4.12		ATP-dependent DNA helicase Rep
FGFFFLIJ_02718	CDS	3234	rep_3	3.6.4.12		ATP-dependent DNA helicase Rep
FGFFFLIJ_02719	CDS	489				hypothetical protein
FGFFFLIJ_02720	CDS	3021				hypothetical protein
FGFFFLIJ_02721	CDS	1281	moeZ		COG0476	putative adenylyltransferase/sulfurtransferase MoeZ
FGFFFLIJ_02722	CDS	807				hypothetical protein
FGFFFLIJ_02723	CDS	978	tal_1	1.1.1.344		dTDP-6-deoxy-L-talose 4-dehydrogenase (NAD(P)(+))
FGFFFLIJ_02724	CDS	1251				hypothetical protein
FGFFFLIJ_02725	CDS	1980	mshA_2	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
FGFFFLIJ_02726	CDS	1710	gsiA	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
FGFFFLIJ_02727	CDS	990	gsiC_3		COG0601	Glutathione transport system permease protein GsiC
FGFFFLIJ_02728	CDS	1044	oppC_2		COG1173	Oligopeptide transport system permease protein OppC
FGFFFLIJ_02729	CDS	1731				hypothetical protein
FGFFFLIJ_02730	CDS	1311				hypothetical protein
FGFFFLIJ_02731	CDS	948	acoC	2.3.1.12		Dihydrolipoyllysine-residue acetyltransferase component of acetoin cleaving system
FGFFFLIJ_02732	CDS	219				hypothetical protein
FGFFFLIJ_02733	CDS	642	betI_8			HTH-type transcriptional regulator BetI
FGFFFLIJ_02734	CDS	228				hypothetical protein
FGFFFLIJ_02735	CDS	285				hypothetical protein
FGFFFLIJ_02736	CDS	747				hypothetical protein
FGFFFLIJ_02737	CDS	2622	cshA	3.6.4.13		DEAD-box ATP-dependent RNA helicase CshA
FGFFFLIJ_02738	CDS	873	menH_3	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
FGFFFLIJ_02739	CDS	942				hypothetical protein
FGFFFLIJ_02740	CDS	153				hypothetical protein
FGFFFLIJ_02741	CDS	606				hypothetical protein
FGFFFLIJ_02742	CDS	855		3.1.3.97	COG0613	3',5'-nucleoside bisphosphate phosphatase
FGFFFLIJ_02743	CDS	639				hypothetical protein
FGFFFLIJ_02744	CDS	1254	yfmO			Multidrug efflux protein YfmO
FGFFFLIJ_02745	CDS	597				hypothetical protein
FGFFFLIJ_02746	CDS	1134	corA_3		COG0598	Cobalt/magnesium transport protein CorA
FGFFFLIJ_02747	CDS	567				hypothetical protein
FGFFFLIJ_02748	CDS	795				hypothetical protein
FGFFFLIJ_02749	CDS	1299				hypothetical protein
FGFFFLIJ_02750	CDS	591				hypothetical protein
FGFFFLIJ_02751	CDS	1161	mrp		COG0489	Iron-sulfur cluster carrier protein
FGFFFLIJ_02752	CDS	717				hypothetical protein
FGFFFLIJ_02753	CDS	483	tatB			Sec-independent protein translocase protein TatB
FGFFFLIJ_02754	CDS	2064				hypothetical protein
FGFFFLIJ_02755	CDS	993				hypothetical protein
FGFFFLIJ_02756	CDS	795				hypothetical protein
FGFFFLIJ_02757	CDS	684		2.1.1.-	COG4122	Putative O-methyltransferase
FGFFFLIJ_02758	CDS	168				hypothetical protein
FGFFFLIJ_02759	CDS	801	paaG_1	5.3.3.18	COG1024	1,2-epoxyphenylacetyl-CoA isomerase
FGFFFLIJ_02760	CDS	609	tag	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
FGFFFLIJ_02761	CDS	417				hypothetical protein
FGFFFLIJ_02762	CDS	900	folP2		COG0294	Inactive dihydropteroate synthase 2
FGFFFLIJ_02763	CDS	753				hypothetical protein
FGFFFLIJ_02764	CDS	1092	dapE_3	3.5.1.18	COG0624	Putative succinyl-diaminopimelate desuccinylase DapE
FGFFFLIJ_02765	CDS	1020				hypothetical protein
FGFFFLIJ_02766	CDS	567				hypothetical protein
FGFFFLIJ_02767	CDS	1164	dapL_2	2.6.1.83	COG0436	LL-diaminopimelate aminotransferase
FGFFFLIJ_02768	CDS	321			COG1146	Ferredoxin
FGFFFLIJ_02769	CDS	1011				hypothetical protein
FGFFFLIJ_02770	CDS	711				hypothetical protein
FGFFFLIJ_02771	CDS	1128				hypothetical protein
FGFFFLIJ_02772	CDS	639	desR_1		COG2197	Transcriptional regulatory protein DesR
FGFFFLIJ_02773	CDS	1257				hypothetical protein
FGFFFLIJ_02774	CDS	738				hypothetical protein
FGFFFLIJ_02775	CDS	960	btuD_11	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
FGFFFLIJ_02776	CDS	1239		3.4.16.4		D-alanyl-D-alanine carboxypeptidase
FGFFFLIJ_02777	CDS	2136				hypothetical protein
FGFFFLIJ_02778	CDS	516				hypothetical protein
FGFFFLIJ_02779	CDS	939	mshB_2	3.5.1.103	COG2120	1D-myo-inositol 2-acetamido-2-deoxy-alpha-D-glucopyranoside deacetylase
FGFFFLIJ_02780	CDS	195				hypothetical protein
FGFFFLIJ_02781	CDS	2163	dap4_1	3.4.14.5		Dipeptidyl aminopeptidase 4
FGFFFLIJ_02782	CDS	1017				hypothetical protein
FGFFFLIJ_02783	CDS	1029	dppC_2		COG1173	Dipeptide transport system permease protein DppC
FGFFFLIJ_02784	CDS	1803	ddpA_2		COG0747	putative D,D-dipeptide-binding periplasmic protein DdpA
FGFFFLIJ_02785	CDS	978	dppB_3		COG0601	Dipeptide transport system permease protein DppB
FGFFFLIJ_02786	CDS	1071	oppD_2		COG0444	Oligopeptide transport ATP-binding protein OppD
FGFFFLIJ_02787	CDS	1161	btuD_12	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
FGFFFLIJ_02788	CDS	987	pld_1	3.1.4.-		Phospholipase D
FGFFFLIJ_02789	CDS	1053	btuD_13	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
FGFFFLIJ_02790	CDS	1035	oppD_3		COG0444	Oligopeptide transport ATP-binding protein OppD
FGFFFLIJ_02791	CDS	1005	gsiD_2		COG1173	Glutathione transport system permease protein GsiD
FGFFFLIJ_02792	CDS	924	dppB_4		COG0601	Dipeptide transport system permease protein DppB
FGFFFLIJ_02793	CDS	1623	oppA_1		COG4166	Oligopeptide-binding protein OppA
FGFFFLIJ_02794	CDS	624				hypothetical protein
FGFFFLIJ_02795	CDS	201				hypothetical protein
FGFFFLIJ_02796	CDS	864				hypothetical protein
FGFFFLIJ_02797	CDS	420				hypothetical protein
FGFFFLIJ_02798	CDS	1053	btuD_14	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
FGFFFLIJ_02799	CDS	1038	oppD_4		COG0444	Oligopeptide transport ATP-binding protein OppD
FGFFFLIJ_02800	CDS	927	gsiD_3		COG1173	Glutathione transport system permease protein GsiD
FGFFFLIJ_02801	CDS	924	dppB_5		COG0601	Dipeptide transport system permease protein DppB
FGFFFLIJ_02802	CDS	1629	oppA_2		COG4166	Oligopeptide-binding protein OppA
FGFFFLIJ_02803	CDS	1905	typA		COG1217	GTP-binding protein TypA/BipA
FGFFFLIJ_02804	CDS	2391				hypothetical protein
FGFFFLIJ_02805	CDS	318				hypothetical protein
FGFFFLIJ_02806	CDS	861				hypothetical protein
FGFFFLIJ_02807	CDS	2004	sdhA_1	1.3.5.1	COG1053	Succinate dehydrogenase flavoprotein subunit
FGFFFLIJ_02808	CDS	789				hypothetical protein
FGFFFLIJ_02809	CDS	2901				hypothetical protein
FGFFFLIJ_02810	CDS	480				hypothetical protein
FGFFFLIJ_02811	CDS	417	mutT2	3.6.1.55	COG0494	Putative 8-oxo-dGTP diphosphatase 2
FGFFFLIJ_02812	CDS	180				hypothetical protein
FGFFFLIJ_02813	CDS	1695	yveA_2		COG0531	Aspartate-proton symporter
FGFFFLIJ_02814	CDS	753	mngR_1		COG2188	Mannosyl-D-glycerate transport/metabolism system repressor MngR
FGFFFLIJ_02815	CDS	780				hypothetical protein
FGFFFLIJ_02816	CDS	906	menH_4	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
FGFFFLIJ_02817	CDS	510				hypothetical protein
FGFFFLIJ_02818	CDS	585				hypothetical protein
FGFFFLIJ_02819	CDS	1680				IS1182 family transposase ISSdi1
FGFFFLIJ_02820	CDS	270				hypothetical protein
FGFFFLIJ_02821	CDS	264				hypothetical protein
FGFFFLIJ_02822	CDS	1089	ychF		COG0012	Ribosome-binding ATPase YchF
FGFFFLIJ_02823	CDS	831				hypothetical protein
FGFFFLIJ_02824	CDS	873	ppgK	2.7.1.63	COG1940	Polyphosphate glucokinase
FGFFFLIJ_02825	CDS	1044	ispH2_2	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase 2
FGFFFLIJ_02826	CDS	1503	puuP_1		COG0531	Putrescine importer PuuP
FGFFFLIJ_02827	CDS	1236	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
FGFFFLIJ_02828	CDS	282	xseB	3.1.11.6	COG1722	Exodeoxyribonuclease 7 small subunit
FGFFFLIJ_02829	CDS	594	rutE_2	1.1.1.298	COG0778	putative malonic semialdehyde reductase RutE
FGFFFLIJ_02830	CDS	564				hypothetical protein
FGFFFLIJ_02831	CDS	1032	glpX	3.1.3.11	COG1494	Fructose-1,6-bisphosphatase class 2
FGFFFLIJ_02832	CDS	360	whiB_3			Transcriptional regulator WhiB
FGFFFLIJ_02833	CDS	816				hypothetical protein
FGFFFLIJ_02834	CDS	1671	fumB	4.2.1.2	COG1838	Fumarate hydratase class I, anaerobic
FGFFFLIJ_02835	CDS	1395	fumC	4.2.1.2	COG0114	Fumarate hydratase class II
FGFFFLIJ_02836	CDS	726				hypothetical protein
FGFFFLIJ_02837	CDS	684	COQ5_5	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
FGFFFLIJ_02838	CDS	2037				hypothetical protein
FGFFFLIJ_02839	CDS	1464	katA_2	1.11.1.6	COG0753	Catalase
FGFFFLIJ_02840	CDS	2250	ponA1_1		COG0744	Penicillin-binding protein 1A
FGFFFLIJ_02841	CDS	981				hypothetical protein
FGFFFLIJ_02842	CDS	339				hypothetical protein
FGFFFLIJ_02843	CDS	687	lolD_2	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
FGFFFLIJ_02844	CDS	2418				hypothetical protein
FGFFFLIJ_02845	CDS	525				hypothetical protein
FGFFFLIJ_02846	CDS	690	lolD_3	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
FGFFFLIJ_02847	CDS	2448				hypothetical protein
FGFFFLIJ_02848	CDS	2379				hypothetical protein
FGFFFLIJ_02849	CDS	957	oxyR_2			putative hydrogen peroxide-inducible genes activator
FGFFFLIJ_02850	CDS	342				hypothetical protein
FGFFFLIJ_02851	CDS	555		1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
FGFFFLIJ_02852	CDS	534	ahpD	1.11.1.15	COG2128	Alkyl hydroperoxide reductase AhpD
FGFFFLIJ_02853	CDS	1728				hypothetical protein
FGFFFLIJ_02854	CDS	1413				hypothetical protein
FGFFFLIJ_02855	CDS	732				hypothetical protein
FGFFFLIJ_02856	CDS	1323				hypothetical protein
FGFFFLIJ_02857	CDS	798		2.5.1.68	COG0020	(2Z,6E)-farnesyl diphosphate synthase
